index,sentence
881,reflective capriati puts victory into perspective
882,republicans to consider next plan of attack
883,retail trade overcomes april obstacles
884,rivkin share trading halted
885,rivkins son to take over as company chairman
886,rovers bid for amoruso
887,rumsfeld denies invading iraq under false pretext
888,sa ambos blame govt health funds for fee increase
889,saddams removal a defining moment pm
890,samudra faces death over bali bombings
891,sa takes steps to save murray
892,schumacher leads the way in monaco
893,search for missing skipper scaled back
894,security breach caused evacuation qantas
895,security staff walk off job over guard attack
896,seed movement quarantine restrictions lifted
897,sharks hit by injury crisis
898,shevchenko awarded ukraines top sports honour
899,shires group to debate insurance premiums impact
900,simoni has giro victory in sights
901,slowcoach costa taken the distance
902,sorenstam returns to lpga to defend title
903,stonefruit growers await ec news
904,super league trio deducted points for salary
905,survey shows fishing economic boost
906,suspended sentences being investigated in tas
907,sydney police seize 4500 ecstasy tablets
908,tas hospital provides hi tech ventilator
909,ten man atalanta hang on for draw
910,terrorism puts heat on refugees survey
911,thailand hits out at australian travel warning
912,thomas back in training after latest op
913,three killed in grozny blast police
914,tributes flow for former vic governor
915,tyson in new rape outrage
916,uefa stand firm against old firm premiership flit
917,uk accused of rewriting iraq intelligence
918,union welcomes budget teacher housing funds
919,us ambassador denies plans for local troop base
920,us issues travel warning on gaza kidnap fears
921,us may reinforce iraq forces
922,us trade agreement critical vaile warns
923,venus struggles into round three
924,voller preparing germans for match of the year
925,wallabies focussed on ireland test
926,wa shire probes erosion woes
927,waterhouse attempts to stop new inquiry
928,wa welcomes home navy divers
929,webb rules out mens title challenge
930,weekend marks shipwreck find anniversary
931,well fight to the end to save monaco prince albert
932,why not us say spanish leaders real sociedad
933,women giving birth later in life study
934,woolworths admits to alcohol price fixing
935,work set to begin on new college
936,16 killed 21 injured in kashmir shoot outs blast
937,ac milan target beckham report
938,adelaide police investigate triple road fatality
939,aec considers tally room overhaul
940,agassi advances serena smashes schett
941,air france concorde makes final new york landing
942,air passengers may be body searched
943,alice springs clinic criticised for fee policy
944,army camp sale angers brighton residents
945,army rebels clash in philippines 23 dead
946,attempted murder charge laid after road crash
947,australian veteran fowler sparkles again
948,australia sends weapons experts to iraq
949,bartlett calls for stronger rhetoric on us troops
950,beazley backs us presence in asia
951,bennett close to decision on origin squad
952,bennett close to decision on qld squad
953,boston archdiocese unveils new anti abuse plan
954,brisbane virus outbreak contained health
955,britain to begin repatriating iraqis
956,broncos lose swain for lang park return
957,bulldogs out in front of roos
958,burmese opp leader arrested report
959,bush in poland ahead of europe summmit
960,bush pushes for international search agreement
961,campbell show organisers pitch for record
962,cancer council seeks to deglamourise smoking
963,casablanca blast reserves charged
964,chemical agent used on prisoner transfer
965,chemical spill clean up almost over
966,church calls for return of detained australians
967,clark gets please explain on ireland trip
968,clijsters capriati romp into fourth round
969,conference to review autism research
970,country football comes under political spotlight
971,customs raid uncovers spider haul
972,dead woman found on mt coolum
973,democrats seek assurance on us forces in aust
974,derailment closes trans australian railway line
975,egyptian accused of planning cambodia terror
976,engineers conference to discuss projects
977,eu summit opens in saint petersburg
978,euthanasia issues affect young too youth defence
979,f1 giants trying to kill us off says minardi boss
980,fair cambodian elections would garner us aid reeker
981,falling premiums show compo changes unneeded cci
982,fatal accident follows canberra police chase
983,ferdinand out of england games
984,five more arrested over saudi bombings report
985,four injured as bomb explodes on pakistani bus
986,four wounded in bomb explosion on pakistani bus
987,g g crisis to dominate republicans talks
988,govt accused of dragging feet on federation square
989,greene hopes to return to winning ways
990,hamas stands by attacks despite road map progress
991,health officials urge jab as flu season approaches
992,hill defends war in iraq
993,hinds guides windies to victory
